date,longitude,latitude,CO,NO2,HCHO,O3,SO2,CH4
2024-09-22,112.61031217809158,-7.135570485497508,0.03410497111799952,9.400989739454463e-05,0.00015327421273892008,0.11852255643009978,8.056541219553313e-05,
2024-09-23,112.61031217809158,-7.135570485497508,,,,0.11983496338850616,,
2024-09-24,112.61031217809158,-7.135570485497508,0.036173832696502636,,,0.11968851300460917,,
2024-09-25,112.61031217809158,-7.135570485497508,0.03841491614457235,9.371912144171193e-05,0.00022738175623076624,0.12085902023364516,,
2024-09-26,112.61031217809158,-7.135570485497508,0.03795485399895136,0.00025768153311580487,0.00030235013669703206,0.1208342849939257,-0.00019925799873133336,
2024-09-27,112.61031217809158,-7.135570485497508,0.025834835358597732,0.00013781106624674927,0.00010512580056539439,0.12124740053608496,0.00011132889945268138,
2024-09-28,112.61031217809158,-7.135570485497508,0.03369352368038873,6.974134364406891e-05,0.00019302675694432623,0.12098498517376656,-0.00023427587121699364,
2024-09-29,112.61031217809158,-7.135570485497508,0.03106018533533517,4.087906354123343e-05,0.00019043341204991456,0.12089673634891883,0.0014067581815213664,
2024-09-30,112.61031217809158,-7.135570485497508,0.03306969373199211,7.9220233259941e-05,9.088541905180669e-05,0.12074126824172832,-0.0002124333737628253,
2024-10-01,112.61031217809158,-7.135570485497508,0.035253323243588215,7.890933999304773e-05,0.00016904084804083343,0.11924875175174597,-0.00015374657109074462,
2024-10-02,112.61031217809158,-7.135570485497508,0.03498709975491871,8.603345604411715e-05,0.00017034773532695468,0.12052125270846001,-0.0003628419662669374,
2024-10-03,112.61031217809158,-7.135570485497508,0.027492508898755014,4.174627363958382e-05,8.794266924704501e-05,0.12141758563835434,-0.0001185896950162703,
2024-10-04,112.61031217809158,-7.135570485497508,0.03471251435843724,3.900914458795071e-05,8.17725846153356e-05,0.1218231060840153,3.669218190260873e-05,
2024-10-05,112.61031217809158,-7.135570485497508,0.038400188317561486,9.628540088996806e-05,0.0001759601991389387,0.12274099549047592,-0.0006647273741772441,
2024-10-06,112.61031217809158,-7.135570485497508,0.035296724381165406,8.282613863662941e-05,0.00020960554004367083,0.12215417082435023,0.0002423936214139968,
2024-10-07,112.61031217809158,-7.135570485497508,0.038119231360035324,9.631065820733052e-05,3.9723440407224604e-05,0.1230530942785821,-0.00048503479017722066,
2024-10-08,112.61031217809158,-7.135570485497508,0.033219658445365834,5.825705716749344e-05,0.00019405606507209508,0.12311213972909905,0.0004503202362371148,
2024-10-09,112.61031217809158,-7.135570485497508,0.03747488545101486,8.04103190405e-05,0.00013031132138511452,0.12167165408688026,0.00018083178687365063,
2024-10-10,112.61031217809158,-7.135570485497508,0.03606562751432474,5.841372306877307e-05,0.00011438166319875671,0.1231496639836341,0.00013336502838897634,
2024-10-11,112.61031217809158,-7.135570485497508,0.036734317437404476,5.364882978360283e-05,0.00015745689392581438,0.12298366397969022,-0.0004850654235498636,
2024-10-12,112.61031217809158,-7.135570485497508,0.03610125337569453,6.574047045205958e-05,0.00017845787719538545,0.12297640431652904,4.9738310035653404e-05,
2024-10-13,112.61031217809158,-7.135570485497508,0.03902933346244969,0.00010605251538463024,0.00014199847507433957,0.12618186437961915,-1.6893468127467003e-05,
2024-10-14,112.61031217809158,-7.135570485497508,0.05056134861360761,7.487336081143177e-05,0.0003087225521158292,0.12480089909978818,0.00042783990000164825,
2024-10-15,112.61031217809158,-7.135570485497508,,0.00023159293530903923,5.781541772020867e-05,0.1265673909018081,0.00205526380379582,
2024-10-16,112.61031217809158,-7.135570485497508,0.041941714566498575,0.00016559461557883254,0.00029056884967209,0.1232926852435729,-9.463053933330955e-07,
2024-10-17,112.61031217809158,-7.135570485497508,0.0442243253107806,0.0002143608330510059,0.00025333292357874624,0.1222580214199617,0.00021348692614576016,
2024-10-18,112.61031217809158,-7.135570485497508,0.048107578104074816,0.0003245929408047069,0.00037883243193021334,0.12292109057971674,0.00032826895929544256,
2024-10-19,112.61031217809158,-7.135570485497508,0.035169844601795563,3.6244470066666914e-05,0.0001888745701870292,0.12230031912951529,0.0002483530654385743,
2024-10-20,112.61031217809158,-7.135570485497508,,,,0.12006862246795695,,
2024-10-21,112.61031217809158,-7.135570485497508,,,,0.1197755157248113,,
2024-10-22,112.61031217809158,-7.135570485497508,0.036954467396599106,,,0.1220105807031892,,
2024-10-23,112.61031217809158,-7.135570485497508,0.04607064476514121,,0.0005875162839125997,0.1239007014619254,,
2024-10-24,112.61031217809158,-7.135570485497508,0.036534755329256104,7.433005306254111e-05,0.00024372662498565973,0.12201548820773866,2.7493599006638053e-05,
2024-10-25,112.61031217809158,-7.135570485497508,0.042584982310492986,0.00010955733058970102,0.00034013768268012436,0.12263672056735993,0.0005278279002145508,
2024-10-26,112.61031217809158,-7.135570485497508,0.041565161331589474,0.0001422840598995538,0.00010095467186206885,0.12203964186827976,0.0005241238986505964,
2024-10-27,112.61031217809158,-7.135570485497508,0.04335631159970777,0.00015034826245831365,0.0002865118188295309,0.12260487817654679,0.0009996678103425705,
2024-10-28,112.61031217809158,-7.135570485497508,0.04199052179243226,0.0002741059032744304,0.00014950941495345835,0.12341634745338383,-0.0003075789286469272,
2024-10-29,112.61031217809158,-7.135570485497508,0.04420276635912921,0.00011557364174373324,0.0001440526691115509,0.12137236706045083,0.0005127866527880367,
2024-10-30,112.61031217809158,-7.135570485497508,0.044398078776931756,,,0.11981738120340718,,
2024-10-31,112.61031217809158,-7.135570485497508,0.03814162901286049,0.00010632912402763615,0.00019875425492517644,0.1228512595746735,-0.00034869814428155143,
2024-11-01,112.61031217809158,-7.135570485497508,,,,0.12248293547817486,,
2024-11-02,112.61031217809158,-7.135570485497508,0.03271565052469866,4.238298056680587e-05,9.511282383804151e-05,0.12269137965369672,-0.00037809732467398077,
2024-11-03,112.61031217809158,-7.135570485497508,,3.67102717246239e-05,0.0001591197980252521,0.12407700354141875,-0.0007383417592573602,
2024-11-04,112.61031217809158,-7.135570485497508,,,,0.1229182630986925,,
2024-11-05,112.61031217809158,-7.135570485497508,0.04167533752057081,4.1764940126790566e-05,-0.00012192502849089872,0.12729467966118113,0.00048655134861838513,
2024-11-06,112.61031217809158,-7.135570485497508,0.0422477161492456,,,0.12679971274902901,,
2024-11-07,112.61031217809158,-7.135570485497508,0.04163137253898448,0.0001901950943007212,0.0002435986404010262,0.12796549997933507,6.77141580329958e-05,
2024-11-08,112.61031217809158,-7.135570485497508,,,,0.12303561157518422,,
2024-11-09,112.61031217809158,-7.135570485497508,0.03955618755554199,0.00019422469854444188,8.864988084142859e-05,0.12159648984630542,0.00045322605953972134,
2024-11-10,112.61031217809158,-7.135570485497508,,,,0.12313494474121905,,
2024-11-11,112.61031217809158,-7.135570485497508,,3.59481545793708e-05,0.00017345036870246506,0.12230177090234129,,
2024-11-12,112.61031217809158,-7.135570485497508,,,0.00032703418189253914,0.12168106841062351,,
2024-11-13,112.61031217809158,-7.135570485497508,,0.00013945959000666932,2.563864668343038e-05,0.12306635858494426,,
2024-11-14,112.61031217809158,-7.135570485497508,0.038102893447017144,9.969208940141339e-05,0.00010966327770384653,0.12180772762714792,0.003461205985370588,
2024-11-15,112.61031217809158,-7.135570485497508,0.03431339713684458,4.786931004488565e-05,0.000304990414789285,0.1210422136034665,0.0006639484888774604,
2024-11-16,112.61031217809158,-7.135570485497508,,,,0.12346614063251934,,
2024-11-17,112.61031217809158,-7.135570485497508,0.03710959135403211,3.204154922855674e-05,,0.12404761181613788,,
2024-11-18,112.61031217809158,-7.135570485497508,,,,0.12194057548835761,,
2024-11-19,112.61031217809158,-7.135570485497508,0.03738171013114782,8.784066349396964e-05,8.290070305962326e-05,0.11920119474348137,,
2024-11-20,112.61031217809158,-7.135570485497508,,,,0.12199646703702699,,
2024-11-21,112.61031217809158,-7.135570485497508,0.032199369159331546,,0.00025802406064127676,0.12159391117415538,,
2024-11-22,112.61031217809158,-7.135570485497508,,5.288121749755007e-05,0.0004561301616914694,0.12278256729102953,,
2024-11-23,112.61031217809158,-7.135570485497508,,,,0.12380612521557251,,
2024-11-24,112.61031217809158,-7.135570485497508,,,,0.12277184758740543,,
2024-11-25,112.61031217809158,-7.135570485497508,,,,0.12096636057917573,,
2024-11-26,112.61031217809158,-7.135570485497508,0.03754887044870157,,,0.12141942088571865,,
2024-11-27,112.61031217809158,-7.135570485497508,,,,0.12096931976231028,,
2024-11-28,112.61031217809158,-7.135570485497508,,,,0.1200870863597299,,
2024-11-29,112.61031217809158,-7.135570485497508,,,,0.12066222059815915,,
2024-11-30,112.61031217809158,-7.135570485497508,0.02740870183371745,,,0.11622370165681689,,
2024-12-01,112.61031217809158,-7.135570485497508,,,,0.11921609710965494,,
2024-12-02,112.61031217809158,-7.135570485497508,,,,0.11983236554302405,,
2024-12-03,112.61031217809158,-7.135570485497508,0.030950995130137642,0.00019659750011591067,0.0003049836869270999,0.11749432114344396,3.796705970486378e-05,
2024-12-04,112.61031217809158,-7.135570485497508,,,,0.11820640460938404,,
2024-12-05,112.61031217809158,-7.135570485497508,,,,0.11883707644258858,,
2024-12-06,112.61031217809158,-7.135570485497508,,,,0.11851604191353537,,
2024-12-07,112.61031217809158,-7.135570485497508,,,,0.11786336700770648,,
2024-12-08,112.61031217809158,-7.135570485497508,,,,0.11846499785906874,,
2024-12-09,112.61031217809158,-7.135570485497508,,,,0.11844474172042409,,
2024-12-10,112.61031217809158,-7.135570485497508,0.02833339756889816,2.725352441150646e-05,0.0002163352911123156,0.11799709907308917,1.9015548534896603e-05,
2024-12-11,112.61031217809158,-7.135570485497508,,4.403535483416393e-05,0.00021251106701338646,0.11490240162013876,0.00023694262818778878,
2024-12-12,112.61031217809158,-7.135570485497508,,,,0.11823373154933656,,
2024-12-13,112.61031217809158,-7.135570485497508,,4.4854276461306214e-05,,0.11855038107170701,,
2024-12-14,112.61031217809158,-7.135570485497508,,,,0.11851019527372078,,
2024-12-15,112.61031217809158,-7.135570485497508,,,,0.12051703135530653,,
2024-12-16,112.61031217809158,-7.135570485497508,,,,0.12073178588187206,,
2024-12-17,112.61031217809158,-7.135570485497508,,,,0.11739796330689976,,
2024-12-18,112.61031217809158,-7.135570485497508,0.024725682519661462,,,0.11585439253919354,,
2024-12-19,112.61031217809158,-7.135570485497508,0.027051864470551485,2.3589662629962298e-05,8.043206727697031e-05,0.11860625572950899,-0.0001831121106267139,
2024-12-20,112.61031217809158,-7.135570485497508,,,,0.11843940552377541,,
2024-12-21,112.61031217809158,-7.135570485497508,0.029961316955055772,,,0.11867036902131717,,
2024-12-22,112.61031217809158,-7.135570485497508,,,,0.11838578293857964,,
2024-12-23,112.61031217809158,-7.135570485497508,,4.1065614196257724e-05,-4.5941972165027204e-05,0.1197479659223196,7.946246207427701e-05,
2024-12-24,112.61031217809158,-7.135570485497508,,,,0.12025105917678212,,
2024-12-25,112.61031217809158,-7.135570485497508,,,,0.12015063210414986,,
2024-12-26,112.61031217809158,-7.135570485497508,,5.322069520845199e-05,0.0002301862162100592,0.11827001703400751,,
2024-12-27,112.61031217809158,-7.135570485497508,,,,0.11669042015273398,,
2024-12-28,112.61031217809158,-7.135570485497508,,,,0.11851238517876843,,
2024-12-29,112.61031217809158,-7.135570485497508,,3.378470849976656e-05,,0.1186268226304208,0.0002530763434625778,
2024-12-30,112.61031217809158,-7.135570485497508,0.030543639983778854,,,0.1169115402069664,,
2024-12-31,112.61031217809158,-7.135570485497508,,,,0.11770049974233161,,
2025-01-01,112.61031217809158,-7.135570485497508,,,,0.11897802967582549,,
2025-01-02,112.61031217809158,-7.135570485497508,,,,0.11976941624620144,,
2025-01-03,112.61031217809158,-7.135570485497508,,3.9210610296935505e-05,0.00022294831372950366,0.11970565842296292,0.0013904637854553993,
2025-01-04,112.61031217809158,-7.135570485497508,,,,0.11772654586377668,,
2025-01-05,112.61031217809158,-7.135570485497508,,,,0.12265623083065898,,
2025-01-06,112.61031217809158,-7.135570485497508,0.029122183925746697,7.259826776481345e-05,0.00019716710517113994,0.11998074853818254,0.0002584271430366108,
2025-01-07,112.61031217809158,-7.135570485497508,,4.944089058885063e-05,0.00010062659875158604,0.11870842767174064,0.0001449076179838921,
2025-01-08,112.61031217809158,-7.135570485497508,,,,0.11758024423620982,,
2025-01-09,112.61031217809158,-7.135570485497508,0.0335971506530699,4.2410068635167694e-05,0.00020457360492143558,0.11823844216385637,1.4095855783792262e-06,
2025-01-10,112.61031217809158,-7.135570485497508,,,,0.1184908788299856,,
2025-01-11,112.61031217809158,-7.135570485497508,0.029532417488792807,2.806014496967399e-05,0.00026770689099937794,0.1182793238906927,0.0003099708259338092,
2025-01-12,112.61031217809158,-7.135570485497508,,,0.0002790245741223603,0.11856325283399657,0.0004416416527279582,
2025-01-13,112.61031217809158,-7.135570485497508,,,,0.11927261602702208,,
2025-01-14,112.61031217809158,-7.135570485497508,,,,0.1193656694156209,,
2025-01-15,112.61031217809158,-7.135570485497508,,,,0.1183796481861969,,
2025-01-16,112.61031217809158,-7.135570485497508,,,,0.1176714475842667,,
2025-01-17,112.61031217809158,-7.135570485497508,0.026890665633823616,,,0.11754968707772896,,
2025-01-18,112.61031217809158,-7.135570485497508,0.029834788082926774,3.229400742536274e-05,0.00014843485338149762,0.11905677372096311,-0.00011426055554567359,
2025-01-19,112.61031217809158,-7.135570485497508,,4.274741135649334e-05,0.00022966441573325091,0.1170474983647583,-0.00032192125099857123,
2025-01-20,112.61031217809158,-7.135570485497508,,,,0.12038811353917774,,
2025-01-21,112.61031217809158,-7.135570485497508,0.02970650978008558,,,0.11664578988457903,,
2025-01-22,112.61031217809158,-7.135570485497508,0.029785010939491225,5.1265964536065646e-05,,0.1172227866209811,-6.774738020681307e-05,
2025-01-23,112.61031217809158,-7.135570485497508,,,,0.11964822155171323,,
2025-01-24,112.61031217809158,-7.135570485497508,,,,0.11767867755069573,,
2025-01-25,112.61031217809158,-7.135570485497508,,5.192374807304669e-05,0.00024442201159128305,0.11745830619716566,0.0001553784918151416,
2025-01-26,112.61031217809158,-7.135570485497508,0.028086699079274618,2.998454942742757e-05,,0.11777659036268122,,
2025-01-27,112.61031217809158,-7.135570485497508,,,,0.11957325175269347,,
2025-01-28,112.61031217809158,-7.135570485497508,,,,0.11887195492335254,,
2025-01-29,112.61031217809158,-7.135570485497508,0.029116490429723526,,,0.11637795697350965,,
2025-01-30,112.61031217809158,-7.135570485497508,,,,0.11965917387385516,,
2025-01-31,112.61031217809158,-7.135570485497508,,,,0.11655636387030735,,
2025-02-01,112.61031217809158,-7.135570485497508,,,,0.12084606857436152,,
2025-02-02,112.61031217809158,-7.135570485497508,0.029194395296386733,,,0.11763559604228056,,
2025-02-03,112.61031217809158,-7.135570485497508,,,,0.11875657537460046,,
2025-02-04,112.61031217809158,-7.135570485497508,0.02643680554896857,,,0.1189107134884176,,
2025-02-05,112.61031217809158,-7.135570485497508,,,,0.11969475087254616,,
2025-02-06,112.61031217809158,-7.135570485497508,0.031118851690865628,1.6308587424687557e-05,0.00011724874299677974,0.11951981812689477,2.0059857168841354e-05,
2025-02-07,112.61031217809158,-7.135570485497508,,,,0.117515479332833,,
2025-02-08,112.61031217809158,-7.135570485497508,0.02882321058082511,2.2028340380155163e-05,0.0002157746330772463,0.11911273299340215,6.921481178655927e-05,
2025-02-09,112.61031217809158,-7.135570485497508,,3.256427011211962e-05,0.0002474814532037904,0.119873778420827,1.533669063611866e-05,
2025-02-10,112.61031217809158,-7.135570485497508,,,,0.11852523936771388,,
2025-02-11,112.61031217809158,-7.135570485497508,,,,0.11957161264373756,,
2025-02-12,112.61031217809158,-7.135570485497508,0.02854960875557384,2.6485731928489572e-05,0.000270294640327633,0.12034141080699563,0.00011854917358872478,
2025-02-13,112.61031217809158,-7.135570485497508,0.029440045750608657,2.4660474641194232e-05,0.00013305009870515246,0.11787378526492483,0.00016209347334209147,
2025-02-14,112.61031217809158,-7.135570485497508,,,,0.11980017737334953,,
2025-02-15,112.61031217809158,-7.135570485497508,0.029261042824987222,2.1869719740729533e-05,,0.1191506613268782,,
2025-02-16,112.61031217809158,-7.135570485497508,0.03420798434462293,2.9187809565977657e-05,0.0002512744374338075,0.119134279807529,,
2025-02-17,112.61031217809158,-7.135570485497508,,,,0.12225322030733136,,
2025-02-18,112.61031217809158,-7.135570485497508,0.043060265671606576,,,0.16031038161245795,,
2025-02-19,112.61031217809158,-7.135570485497508,0.0339237455203936,4.205183834587524e-05,0.00019678283182864175,0.11917975214467787,6.950835979153218e-05,
2025-02-20,112.61031217809158,-7.135570485497508,,,,0.12015393308396219,,
2025-02-21,112.61031217809158,-7.135570485497508,,,,0.11967457935135356,,
2025-02-22,112.61031217809158,-7.135570485497508,,,,0.11973020652063784,,
2025-02-23,112.61031217809158,-7.135570485497508,0.03052664390526522,,,0.11965937212515404,,
2025-02-24,112.61031217809158,-7.135570485497508,,,,0.11993868265549326,,
2025-02-25,112.61031217809158,-7.135570485497508,0.036526513361221216,5.5152759939527596e-05,4.197262391961693e-05,0.11946127268811131,9.740554825878078e-05,
2025-02-26,112.61031217809158,-7.135570485497508,,,,0.11878118868932763,,
2025-02-27,112.61031217809158,-7.135570485497508,,,,0.1178687218335662,,
2025-02-28,112.61031217809158,-7.135570485497508,0.026941124803938326,,,0.11947087247009443,,
2025-03-01,112.61031217809158,-7.135570485497508,0.03249529371558985,0.00026885351232665234,0.00019681716508326713,0.11728467045940984,-1.5764014696372e-05,
2025-03-02,112.61031217809158,-7.135570485497508,0.027093116363258434,9.281946388887608e-05,0.00010496794561312961,0.11708732913483634,0.0003178290791566729,
2025-03-03,112.61031217809158,-7.135570485497508,0.029324931703808534,9.345216439358185e-05,0.00016194942124195708,0.11713118023485676,-7.035328181527092e-05,
2025-03-04,112.61031217809158,-7.135570485497508,0.0299239938736281,4.596950654591578e-05,,0.11808759742265808,,
2025-03-05,112.61031217809158,-7.135570485497508,0.024648618044700962,9.937567302153354e-05,0.0002571062047068497,0.11903287401609587,0.00015708301958815147,
2025-03-06,112.61031217809158,-7.135570485497508,,,,0.11600969437814831,,
2025-03-07,112.61031217809158,-7.135570485497508,,,,0.11459126308642772,,
2025-03-08,112.61031217809158,-7.135570485497508,,,,0.11674378519962979,,
2025-03-09,112.61031217809158,-7.135570485497508,,,,0.11584430437320768,,
2025-03-10,112.61031217809158,-7.135570485497508,0.02923783684565463,,,0.11468130415184845,,
2025-03-11,112.61031217809158,-7.135570485497508,0.028392740192252006,3.6835939187719554e-05,0.00013698830818882613,0.11364713818137188,-1.8372185500005625e-05,
2025-03-12,112.61031217809158,-7.135570485497508,0.027984573476245455,3.251797452667244e-05,0.00022640263641638544,0.11528930304163117,-0.00019391500067813383,
2025-03-13,112.61031217809158,-7.135570485497508,,,,0.11712639519955838,,
2025-03-14,112.61031217809158,-7.135570485497508,,,,0.11660880882767428,,
2025-03-15,112.61031217809158,-7.135570485497508,,,,0.1161495637013779,,
2025-03-16,112.61031217809158,-7.135570485497508,,,,0.11299413522813467,,
2025-03-17,112.61031217809158,-7.135570485497508,,,,0.11643131409225932,,
2025-03-18,112.61031217809158,-7.135570485497508,0.029179270545420178,,,0.11677447913942449,,
2025-03-19,112.61031217809158,-7.135570485497508,,,,0.1156249495694658,,
2025-03-20,112.61031217809158,-7.135570485497508,,,,0.11602300848246716,,
2025-03-21,112.61031217809158,-7.135570485497508,0.0246095977279101,2.9165680490723428e-05,,0.11558891416907255,0.00046121621283220403,
2025-03-22,112.61031217809158,-7.135570485497508,0.0222199923664197,,,0.11550608117505083,,
2025-03-23,112.61031217809158,-7.135570485497508,0.030275917343433326,,,0.11516271006446636,,
2025-03-24,112.61031217809158,-7.135570485497508,,,,0.11446716106356086,,
2025-03-25,112.61031217809158,-7.135570485497508,0.03021946434451943,3.4268084844269656e-05,,0.11543882473553206,,
2025-03-26,112.61031217809158,-7.135570485497508,0.03199172245214254,3.3874243321211305e-05,3.017922009445255e-05,0.11444769992361499,0.00027489821248110664,
2025-03-27,112.61031217809158,-7.135570485497508,0.03165496361305184,3.424588198282825e-05,,0.11568281517879526,0.00015328269731819697,
2025-03-28,112.61031217809158,-7.135570485497508,0.029068120512059,,0.00014123974290387888,0.11647463862064189,0.0002595384804060694,
2025-03-29,112.61031217809158,-7.135570485497508,,,,0.11697003837955307,,
2025-03-30,112.61031217809158,-7.135570485497508,,,,0.1172615728083595,,
2025-03-31,112.61031217809158,-7.135570485497508,,,,0.11796351072043568,,
2025-04-01,112.61031217809158,-7.135570485497508,0.024559137074281732,,,0.11716007819807099,,
2025-04-02,112.61031217809158,-7.135570485497508,,,,0.11537992284250018,,
2025-04-03,112.61031217809158,-7.135570485497508,,,,0.11635419566752078,,
2025-04-04,112.61031217809158,-7.135570485497508,,,,0.11592792774743459,,
2025-04-05,112.61031217809158,-7.135570485497508,,,,0.11699677389715114,,
2025-04-06,112.61031217809158,-7.135570485497508,0.031197043500144874,5.4353994896071756e-05,0.0001067400144337161,0.11551293411450402,7.51617135805503e-05,
2025-04-07,112.61031217809158,-7.135570485497508,0.015748969655190546,0.0002519192073750251,0.00018447633648506983,0.1155342379839338,0.0002816151561648985,
2025-04-08,112.61031217809158,-7.135570485497508,0.031815067257368136,,,0.11332686897859967,,
2025-04-09,112.61031217809158,-7.135570485497508,,,,0.11171352433090473,,
2025-04-10,112.61031217809158,-7.135570485497508,,,,0.11529209916913256,,
2025-04-11,112.61031217809158,-7.135570485497508,,,,0.1156817764330877,,
2025-04-12,112.61031217809158,-7.135570485497508,,,,0.11520294368820001,,
2025-04-13,112.61031217809158,-7.135570485497508,,,,0.11731987969082758,,
2025-04-14,112.61031217809158,-7.135570485497508,0.026873630979868123,,0.00020112163961018723,0.11410975886939839,,
2025-04-15,112.61031217809158,-7.135570485497508,,,,0.11691034983219148,,
2025-04-16,112.61031217809158,-7.135570485497508,,,,0.11803802490361379,,
2025-04-17,112.61031217809158,-7.135570485497508,0.02556175109115351,3.386057177115128e-05,0.00032305653995141014,0.11939772761863036,,
2025-04-18,112.61031217809158,-7.135570485497508,,,,0.11721678278117574,,
2025-04-19,112.61031217809158,-7.135570485497508,0.032582808407095105,8.519234045260007e-05,0.00025371405796737574,0.11642731672243434,8.277539572982419e-05,
2025-04-20,112.61031217809158,-7.135570485497508,,,,0.11877805487532794,,
2025-04-21,112.61031217809158,-7.135570485497508,,,,0.11750742781923763,,
2025-04-22,112.61031217809158,-7.135570485497508,0.02628086993461753,4.2324778931453094e-05,9.227725057603075e-05,0.11814983698517666,0.00013471680868462396,
2025-04-23,112.61031217809158,-7.135570485497508,0.021981782089139174,6.742541056072482e-05,0.0002099419363811935,0.11431699186010175,0.00044236837012619267,
2025-04-24,112.61031217809158,-7.135570485497508,,,,0.11587690061075165,,
2025-04-25,112.61031217809158,-7.135570485497508,,,,0.11671901483800058,,
2025-04-26,112.61031217809158,-7.135570485497508,0.028937694441213194,6.402308609464585e-05,0.000416113905363956,0.11824378549562663,3.0378619730550816e-05,
2025-04-27,112.61031217809158,-7.135570485497508,0.02719173403888973,4.424119356779904e-05,0.0002013689764373373,0.11727378513322939,-0.00016964020710727573,
2025-04-28,112.61031217809158,-7.135570485497508,0.024960855706760047,0.00011802015234470697,0.0002294725656144473,0.11720014695654295,0.0002390407880478539,
2025-04-29,112.61031217809158,-7.135570485497508,0.028689253959348862,0.00011285762802602518,0.00012432111875142307,0.11840064547176815,5.394610880860506e-05,1887.5753881510711
2025-04-30,112.61031217809158,-7.135570485497508,,0.00013657279436534722,0.00024054946433608947,0.11889575587844026,3.960391177802289e-05,
2025-05-01,112.61031217809158,-7.135570485497508,0.03029319664874011,5.165311248647415e-05,0.00017327659571408845,0.11755200213794663,0.0004854130992680077,
2025-05-02,112.61031217809158,-7.135570485497508,,,,0.11801989143032622,,
2025-05-03,112.61031217809158,-7.135570485497508,0.030950853191147785,6.837153962117316e-05,0.00014659658854430897,0.117484009400661,0.0002529973445629405,
2025-05-04,112.61031217809158,-7.135570485497508,0.027590869712213806,0.00010531698146790663,7.181704651939072e-05,0.11364947599646838,-0.0002954374645176333,
2025-05-05,112.61031217809158,-7.135570485497508,0.025933230155219356,4.570459991054954e-05,-0.00010592221868607616,0.1157656209722709,6.646051082213933e-05,
2025-05-06,112.61031217809158,-7.135570485497508,,,,0.11779937395191566,,
2025-05-07,112.61031217809158,-7.135570485497508,,,,0.1165886011225586,,
2025-05-08,112.61031217809158,-7.135570485497508,,,,0.11713370352134843,,
2025-05-09,112.61031217809158,-7.135570485497508,,,,0.1168526388742424,,
2025-05-10,112.61031217809158,-7.135570485497508,0.03480013801068851,8.934793360700641e-05,0.00011663748241088843,0.11680016697549826,9.806849952702735e-05,
2025-05-11,112.61031217809158,-7.135570485497508,,5.497062565646472e-05,0.00010546416703664684,0.11992896431021058,1.106680809037054e-05,
