abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
7.51744785670592e-07,0.01217106399521776,3.0,3.2543064314744243e-09,118.29012509898853,0.0001137084474773,5.263522844409852e-05,5.084885248856796e-05,7.841929705023592e-06,2.1675146486649198e-05,4.698119752177011e-10,0.8764046478151455,231.00000004753375,0.023706896551724137,5.167941225686e-05,115.5,15791.717290647182,1.0000000000000002,0.008620689655172414,1.959861044167164,4.489521092532034e-05,0.0,0.7608049844053185,2.8965089321397045e-05,-0.2859910995526156,0.21551724137931033,0.6471671842561832,0.4439655172413793,43.557051883912045,-2.3707045515149243,1.7429666168614475e-05,1.5521019538214033e-05,-5.0516056883098206e-08,1.4753692940049151e-05,1.2561120456271318e-05,1.6112370240463678e-07,0.08620689655172414,29.087339991482775,1.1651802352635618,65.0,11.0,1.0385617021669609,0.00010586651777227641,65.0,0.44396551724137934,5.692345077892009e-05,0.39444985934457105,3.207868335126573e-08,0.13971597733489222,-2.09790869571232,-1.0887221457053096,0.7711364588943912,2.330871110828807,39.0,0.4439655172413793,0.0,0.8131447873518208,-0.044477867463372484,0.1530379282792744,0.43539113370862903,6.793645156806388e-10,0.0035853555133274415,5.0657076914037235e-06,2.7844129419488093e-05,2.1808386323754374,2.7230468367458836e-05,7.646483505200796e-10,0.0
